Record_ID,Date,Time,Road_ID,Area,Vehicle_Count,Car_Count,Bus_Count,Bike_Count,Truck_Count,Avg_Speed_kmph,Congestion_Level,Signal_Wait_Time_sec,Accident_Count,Weather
2500,2024-07-09,14:00,Green Park Rd,West Zone,726,350,56,186,134,45.0,High,54,0,Sunny
3085,2024-07-09,15:00,Outer Ring Road,Downtown,787,347,69,232,139,50.3,High,55,0,Sunny
3091,2024-07-09,16:00,NH-44,West Zone,1062,543,124,226,169,43.9,High,53,0,Sunny
653,2024-07-09,17:00,NH-44,East Zone,1029,548,112,279,90,38.6,High,70,1,Cloudy
3603,2024-07-09,20:00,Station Road,South Zone,1075,548,118,262,147,31.3,High,65,0,Rainy
2086,2024-07-10,00:00,NH-44,South Zone,483,283,37,104,59,50.3,High,48,0,Cloudy
3526,2024-07-10,08:00,Ring Road,Downtown,2052,913,231,435,473,12.2,High,83,0,Rainy
790,2024-07-10,08:00,IT Corridor,North Zone,1243,721,115,321,86,32.2,High,76,0,Sunny
3278,2024-07-10,10:00,Ring Road,North Zone,1409,726,139,313,231,31.1,High,65,0,Cloudy
703,2024-07-10,11:00,Ring Road,Downtown,1251,712,90,288,161,32.4,High,65,0,Rainy
543,2024-07-10,11:00,Airport Road,East Zone,896,462,70,244,120,43.4,High,73,0,Cloudy
3259,2024-07-10,13:00,Green Park Rd,North Zone,770,370,80,227,93,54.3,Medium,56,0,Sunny
329,2024-07-10,15:00,NH-44,Downtown,1102,673,89,307,33,42.7,High,64,0,Sunny
459,2024-07-10,15:00,Ring Road,South Zone,474,249,37,116,72,58.3,Medium,48,0,Cloudy
2817,2024-07-10,16:00,Outer Ring Road,East Zone,919,415,75,259,170,44.7,High,52,0,Cloudy
2935,2024-07-10,17:00,Lake View Road,West Zone,1492,733,124,275,360,16.7,High,82,0,Foggy
1712,2024-07-10,18:00,Outer Ring Road,North Zone,1605,937,180,443,45,29.0,High,73,0,Sunny
907,2024-07-10,19:00,Market Road,Downtown,1412,667,147,262,336,24.6,High,81,0,Rainy
1703,2024-07-10,20:00,Ring Road,West Zone,1622,814,122,378,308,29.7,High,77,0,Sunny
2521,2024-07-10,21:00,MG Road,North Zone,708,381,50,172,105,45.6,High,53,0,Sunny
22,2024-07-10,23:00,Station Road,South Zone,594,352,58,167,17,55.8,Medium,45,0,Sunny
2763,2024-07-10,23:00,Outer Ring Road,West Zone,893,547,94,201,51,50.6,High,72,0,Cloudy
3393,2024-07-11,10:00,Airport Road,West Zone,938,466,107,252,113,35.0,High,73,0,Foggy
1374,2024-07-11,17:00,Ring Road,North Zone,1316,616,118,366,216,36.3,High,86,0,Sunny
2061,2024-07-11,17:00,Station Road,South Zone,883,382,84,220,197,53.3,High,56,0,Sunny
1706,2024-07-11,19:00,NH-44,East Zone,1014,555,111,241,107,40.7,High,63,0,Rainy
1529,2024-07-11,19:00,Lake View Road,West Zone,1380,673,116,252,339,41.0,High,88,0,Sunny
3568,2024-07-12,02:00,Green Park Rd,South Zone,607,338,62,131,76,47.8,High,50,0,Rainy
977,2024-07-12,05:00,Market Road,Downtown,1003,607,70,214,112,42.6,High,57,0,Rainy
3219,2024-07-12,08:00,Market Road,East Zone,792,443,56,215,78,43.7,High,58,0,Sunny
3602,2024-07-12,11:00,NH-44,North Zone,696,372,60,148,116,48.2,Medium,56,0,Cloudy
294,2024-07-12,16:00,Green Park Rd,Downtown,1088,615,91,201,181,29.8,High,67,1,Foggy
1837,2024-07-12,18:00,Station Road,West Zone,1196,687,112,285,112,34.9,High,79,0,Sunny
614,2024-07-12,19:00,Station Road,North Zone,1297,574,120,237,366,37.1,High,76,0,Sunny
1234,2024-07-12,19:00,Airport Road,South Zone,985,480,76,205,224,43.0,High,71,0,Cloudy
1298,2024-07-13,05:00,Market Road,North Zone,468,283,33,96,56,65.7,Medium,37,1,Cloudy
305,2024-07-13,08:00,IT Corridor,Downtown,1668,793,190,467,218,23.7,High,75,0,Sunny
1979,2024-07-13,09:00,IT Corridor,North Zone,1356,725,133,285,213,30.9,High,67,0,Cloudy
3869,2024-07-13,10:00,Market Road,West Zone,1394,751,130,261,252,32.4,High,80,0,Cloudy
837,2024-07-13,12:00,MG Road,South Zone,476,268,45,108,55,54.7,Medium,34,0,Sunny
1741,2024-07-13,15:00,Station Road,East Zone,437,245,49,84,59,62.9,Medium,43,0,Sunny
1598,2024-07-13,17:00,Airport Road,South Zone,1053,488,83,283,199,40.2,High,55,0,Cloudy
3372,2024-07-13,18:00,IT Corridor,East Zone,1264,633,134,337,160,38.8,High,57,0,Sunny
835,2024-07-13,23:00,NH-44,Downtown,1005,534,95,197,179,31.4,High,85,1,Cloudy
419,2024-07-14,04:00,Lake View Road,East Zone,788,422,84,234,48,48.7,High,72,0,Sunny
1698,2024-07-14,06:00,IT Corridor,East Zone,816,385,70,175,186,55.5,High,60,0,Sunny
3390,2024-07-14,06:00,Station Road,North Zone,793,364,91,206,132,40.8,High,72,0,Rainy
2896,2024-07-14,07:00,Green Park Rd,West Zone,1468,808,154,439,67,22.4,High,72,0,Foggy
3437,2024-07-14,07:00,Ring Road,West Zone,1979,1149,171,540,119,20.5,High,83,0,Rainy
2506,2024-07-14,09:00,Market Road,North Zone,983,479,79,245,180,40.3,High,66,0,Cloudy
534,2024-07-14,10:00,Ring Road,East Zone,974,424,68,210,272,40.0,High,77,0,Sunny
2366,2024-07-14,11:00,MG Road,West Zone,720,345,58,185,132,54.0,High,61,0,Cloudy
1090,2024-07-14,19:00,Lake View Road,South Zone,935,544,94,197,100,37.5,High,66,0,Sunny
2282,2024-07-14,19:00,Station Road,South Zone,1330,604,125,368,233,35.2,High,65,0,Sunny
3159,2024-07-14,19:00,Airport Road,West Zone,1278,571,102,359,246,27.6,High,80,0,Foggy
2868,2024-07-14,20:00,IT Corridor,Downtown,2056,1090,246,400,320,13.9,High,76,0,Cloudy
3030,2024-07-14,20:00,IT Corridor,East Zone,1351,636,141,350,224,21.9,High,70,1,Foggy
2970,2024-07-15,01:00,MG Road,South Zone,586,338,46,131,71,50.4,High,68,0,Sunny
744,2024-07-15,06:00,Outer Ring Road,West Zone,682,364,81,181,56,52.2,High,45,0,Cloudy
1295,2024-07-15,16:00,MG Road,Downtown,1238,681,88,290,179,35.5,High,95,0,Cloudy
714,2024-07-15,22:00,IT Corridor,West Zone,941,453,109,177,202,50.6,High,56,0,Sunny
3719,2024-07-16,00:00,Ring Road,North Zone,724,338,54,215,117,52.0,High,64,0,Sunny
1195,2024-07-16,04:00,MG Road,North Zone,704,369,63,155,117,43.1,High,56,0,Sunny
1446,2024-07-16,06:00,Market Road,South Zone,611,290,71,126,124,55.2,High,60,0,Cloudy
182,2024-07-16,07:00,MG Road,East Zone,1520,748,132,445,195,27.4,High,84,0,Sunny
2019,2024-07-16,07:00,Ring Road,South Zone,1113,529,125,268,191,42.6,High,47,0,Sunny
2912,2024-07-16,08:00,Market Road,North Zone,985,517,77,271,120,43.8,High,53,0,Sunny
2805,2024-07-16,08:00,Ring Road,South Zone,969,589,73,202,105,29.9,High,62,1,Foggy
220,2024-07-16,09:00,Outer Ring Road,North Zone,1307,736,121,381,69,39.4,High,72,0,Sunny
2787,2024-07-16,10:00,IT Corridor,North Zone,1003,552,98,285,68,35.2,High,54,0,Foggy
2782,2024-07-16,11:00,MG Road,West Zone,361,214,30,86,31,62.6,Medium,37,0,Sunny
1075,2024-07-16,12:00,MG Road,South Zone,459,261,47,129,22,46.9,Medium,45,0,Foggy
948,2024-07-16,15:00,Market Road,South Zone,614,278,72,123,141,54.2,High,73,0,Sunny
1537,2024-07-16,16:00,Lake View Road,South Zone,574,264,67,170,73,46.0,High,63,1,Rainy
231,2024-07-16,17:00,Airport Road,East Zone,1159,643,86,324,106,35.9,High,65,0,Cloudy
247,2024-07-17,06:00,Green Park Rd,West Zone,821,439,70,193,119,47.1,High,52,0,Sunny
2117,2024-07-17,10:00,Green Park Rd,Downtown,1297,627,109,323,238,24.6,High,66,0,Foggy
1459,2024-07-17,13:00,Airport Road,East Zone,1015,572,76,202,165,35.7,High,69,0,Rainy
3893,2024-07-17,15:00,IT Corridor,West Zone,764,443,67,213,41,54.9,High,58,0,Cloudy
1547,2024-07-17,16:00,Station Road,South Zone,816,474,69,190,83,49.9,High,46,0,Cloudy
1774,2024-07-17,17:00,Station Road,Downtown,1141,590,132,234,185,33.3,High,64,0,Sunny
2878,2024-07-17,17:00,Lake View Road,West Zone,1775,903,212,351,309,29.9,High,83,0,Sunny
1131,2024-07-18,01:00,Ring Road,Downtown,813,476,76,147,114,47.6,High,54,0,Sunny
2293,2024-07-18,06:00,MG Road,Downtown,837,463,72,205,97,43.4,High,53,0,Sunny
2541,2024-07-18,12:00,MG Road,North Zone,790,413,64,180,133,50.9,Medium,50,0,Sunny
1447,2024-07-18,20:00,Ring Road,North Zone,1141,542,122,311,166,39.8,High,58,0,Sunny
2551,2024-07-18,23:00,Lake View Road,East Zone,936,441,68,261,166,41.2,High,72,0,Sunny
3439,2024-07-19,01:00,MG Road,West Zone,601,343,69,172,17,56.2,High,69,0,Sunny
1328,2024-07-19,06:00,IT Corridor,East Zone,917,511,73,193,140,40.0,High,63,0,Sunny
705,2024-07-19,08:00,Station Road,East Zone,1570,758,159,338,315,32.0,High,66,0,Sunny
235,2024-07-19,09:00,Market Road,Downtown,1898,1084,184,347,283,12.0,High,87,0,Sunny
3597,2024-07-19,10:00,Airport Road,South Zone,1003,620,78,259,46,43.2,High,72,0,Rainy
3132,2024-07-19,10:00,Market Road,West Zone,1188,735,142,216,95,31.7,High,82,0,Rainy
3078,2024-07-19,14:00,Green Park Rd,East Zone,904,454,101,212,137,40.0,High,59,0,Rainy
3333,2024-07-19,14:00,Market Road,South Zone,423,218,39,96,70,49.8,Medium,50,0,Rainy
1407,2024-07-19,16:00,Market Road,North Zone,798,393,67,221,117,50.8,High,45,0,Cloudy
1410,2024-07-19,16:00,Airport Road,West Zone,797,354,63,147,233,55.5,High,57,0,Sunny
3186,2024-07-19,17:00,NH-44,East Zone,1119,539,105,302,173,34.1,High,57,0,Cloudy
3740,2024-07-19,18:00,MG Road,Downtown,1558,773,121,290,374,28.3,High,79,0,Sunny
112,2024-07-19,19:00,NH-44,East Zone,1170,571,85,279,235,38.7,High,81,0,Sunny
2726,2024-07-20,06:00,Market Road,North Zone,862,374,92,256,140,47.6,High,74,0,Sunny
910,2024-07-20,11:00,MG Road,South Zone,668,293,57,126,192,49.0,High,45,0,Rainy
1904,2024-07-20,12:00,MG Road,East Zone,740,450,78,139,73,47.6,Medium,44,0,Sunny
73,2024-07-20,12:00,Outer Ring Road,East Zone,668,288,69,199,112,50.4,High,49,0,Sunny
3398,2024-07-20,12:00,IT Corridor,North Zone,748,443,73,210,22,54.9,High,62,0,Rainy
3326,2024-07-20,13:00,Ring Road,Downtown,995,549,105,281,60,45.6,High,62,0,Sunny
1173,2024-07-20,13:00,Station Road,East Zone,822,472,67,199,84,47.7,Medium,46,0,Sunny
636,2024-07-20,13:00,NH-44,South Zone,500,248,42,103,107,53.6,High,55,0,Sunny
752,2024-07-20,15:00,IT Corridor,North Zone,593,271,59,147,116,54.7,High,62,0,Sunny
3937,2024-07-20,15:00,IT Corridor,West Zone,449,212,39,127,71,49.9,High,64,0,Foggy
1312,2024-07-20,17:00,Airport Road,East Zone,1424,783,146,304,191,21.1,High,78,0,Rainy
2229,2024-07-20,17:00,Airport Road,West Zone,1411,715,148,399,149,23.8,High,71,0,Rainy
1826,2024-07-20,21:00,Airport Road,East Zone,663,313,71,134,145,45.8,High,56,0,Rainy
3153,2024-07-21,06:00,Airport Road,South Zone,763,350,64,140,209,46.6,High,44,0,Cloudy
2641,2024-07-21,08:00,IT Corridor,North Zone,1604,875,114,315,300,28.1,High,76,0,Sunny
3525,2024-07-21,09:00,NH-44,East Zone,1265,771,133,305,56,39.3,High,63,0,Cloudy
667,2024-07-21,15:00,Green Park Rd,East Zone,914,411,76,176,251,39.6,High,69,0,Cloudy
2159,2024-07-21,17:00,Airport Road,East Zone,1382,784,119,326,153,28.3,High,70,0,Cloudy
2875,2024-07-21,17:00,Station Road,North Zone,889,421,77,210,181,49.5,High,66,0,Sunny
979,2024-07-21,18:00,Green Park Rd,Downtown,1925,1062,142,510,211,20.9,High,78,0,Sunny
2536,2024-07-21,18:00,Outer Ring Road,Downtown,1042,558,122,237,125,48.8,High,67,0,Sunny
223,2024-07-21,23:00,Ring Road,West Zone,737,434,85,196,22,47.5,High,58,0,Sunny
3687,2024-07-22,05:00,IT Corridor,West Zone,749,381,65,188,115,45.0,High,63,0,Foggy
475,2024-07-22,08:00,Airport Road,Downtown,2097,1067,199,400,431,12.0,High,83,0,Rainy
1715,2024-07-22,08:00,Green Park Rd,South Zone,1253,573,127,298,255,33.2,High,78,0,Sunny
3567,2024-07-22,15:00,Station Road,West Zone,868,449,85,171,163,36.8,High,74,0,Rainy
1855,2024-07-22,17:00,Airport Road,West Zone,1330,670,99,391,170,31.9,High,75,0,Sunny
2000,2024-07-22,18:00,Green Park Rd,Downtown,1583,716,147,383,337,30.0,High,77,0,Cloudy
3406,2024-07-22,19:00,Lake View Road,South Zone,1254,776,134,233,111,35.5,High,83,1,Cloudy
820,2024-07-23,06:00,MG Road,East Zone,1070,631,123,279,37,40.4,High,58,0,Sunny
1796,2024-07-23,10:00,NH-44,East Zone,770,465,60,223,22,41.8,High,63,1,Foggy
3873,2024-07-23,10:00,Outer Ring Road,North Zone,1117,617,115,250,135,31.2,High,83,1,Sunny
761,2024-07-23,11:00,Airport Road,South Zone,711,408,75,165,63,42.9,High,59,0,Sunny
3675,2024-07-23,17:00,Lake View Road,North Zone,1271,648,134,253,236,30.9,High,84,1,Rainy
2855,2024-07-23,18:00,Station Road,South Zone,1131,497,109,279,246,41.8,High,71,0,Cloudy
3136,2024-07-24,07:00,Station Road,North Zone,1452,778,162,307,205,19.4,High,75,0,Rainy
1783,2024-07-24,08:00,Airport Road,Downtown,1163,636,115,229,183,32.0,High,78,0,Cloudy
1670,2024-07-24,08:00,MG Road,Downtown,1259,688,140,351,80,38.3,High,74,0,Sunny
2025,2024-07-24,09:00,Outer Ring Road,North Zone,1200,692,101,277,130,34.5,High,77,0,Sunny
575,2024-07-24,17:00,Market Road,Downtown,1725,956,156,399,214,23.7,High,70,0,Sunny
60,2024-07-24,18:00,MG Road,Downtown,1396,666,153,392,185,33.8,High,69,0,Sunny
2394,2024-07-24,20:00,IT Corridor,West Zone,1492,676,114,308,394,35.1,High,75,0,Sunny
1908,2024-07-25,08:00,IT Corridor,East Zone,1508,695,143,381,289,27.4,High,68,0,Sunny
2007,2024-07-25,09:00,Station Road,East Zone,554,321,49,165,19,47.9,Medium,47,0,Sunny
784,2024-07-25,11:00,Station Road,East Zone,706,338,78,150,140,45.1,High,54,0,Cloudy
134,2024-07-25,11:00,NH-44,North Zone,864,440,96,176,152,43.8,High,67,0,Cloudy
883,2024-07-25,17:00,Airport Road,Downtown,1917,1057,197,439,224,12.0,High,73,0,Rainy
3102,2024-07-25,23:00,Outer Ring Road,South Zone,598,360,58,132,48,42.0,High,58,0,Foggy
2319,2024-07-26,01:00,Airport Road,East Zone,698,325,67,188,118,45.6,High,53,0,Sunny
1867,2024-07-26,08:00,IT Corridor,Downtown,1867,937,193,382,355,15.1,High,81,0,Sunny
297,2024-07-26,08:00,Ring Road,East Zone,1195,629,142,226,198,30.9,High,70,0,Rainy
275,2024-07-26,09:00,Green Park Rd,South Zone,1092,571,91,293,137,45.4,High,64,0,Sunny
83,2024-07-26,09:00,Outer Ring Road,South Zone,932,428,109,221,174,35.8,High,47,0,Sunny
1762,2024-07-26,12:00,Station Road,South Zone,423,195,42,126,60,43.0,High,70,0,Rainy
2217,2024-07-26,15:00,Market Road,East Zone,572,249,61,107,155,55.6,Medium,49,0,Sunny
3853,2024-07-26,18:00,Green Park Rd,West Zone,1334,595,102,383,254,40.5,High,57,0,Sunny
3555,2024-07-26,19:00,Outer Ring Road,South Zone,1117,688,110,261,58,27.5,High,49,0,Foggy
1321,2024-07-27,01:00,Outer Ring Road,East Zone,885,421,93,248,123,50.4,High,68,0,Cloudy
1797,2024-07-27,05:00,Market Road,Downtown,881,429,102,218,132,41.6,High,69,0,Sunny
3948,2024-07-27,07:00,Station Road,North Zone,1250,604,96,268,282,32.8,High,78,0,Sunny
2306,2024-07-27,10:00,Lake View Road,North Zone,1173,708,137,271,57,41.0,High,72,0,Sunny
1319,2024-07-27,16:00,Green Park Rd,North Zone,701,432,77,130,62,58.3,High,61,0,Sunny
3697,2024-07-27,18:00,Airport Road,Downtown,1073,600,119,241,113,32.3,High,49,0,Cloudy
2703,2024-07-27,18:00,Lake View Road,North Zone,1011,449,114,274,174,33.6,High,69,0,Rainy
3760,2024-07-28,05:00,MG Road,Downtown,1035,451,81,219,284,39.2,High,78,0,Cloudy
3229,2024-07-28,07:00,MG Road,North Zone,1503,721,150,309,323,31.9,High,79,0,Sunny
1140,2024-07-28,08:00,Station Road,Downtown,1946,1139,188,470,149,20.0,High,66,0,Sunny
3935,2024-07-28,12:00,Station Road,West Zone,638,392,53,167,26,55.2,Medium,43,0,Sunny
1492,2024-07-28,13:00,Outer Ring Road,West Zone,826,390,82,151,203,47.3,Medium,60,0,Cloudy
1184,2024-07-28,15:00,Lake View Road,North Zone,578,351,68,114,45,48.0,Medium,38,0,Sunny
1709,2024-07-28,16:00,IT Corridor,East Zone,837,512,61,175,89,32.6,High,70,0,Foggy
3103,2024-07-28,17:00,Outer Ring Road,Downtown,1476,888,155,382,51,38.8,High,70,0,Cloudy
3330,2024-07-28,18:00,Airport Road,South Zone,1066,491,109,225,241,43.5,High,86,0,Cloudy
2984,2024-07-28,22:00,Market Road,Downtown,1135,587,80,240,228,34.1,High,67,0,Sunny
3743,2024-07-29,04:00,Station Road,North Zone,958,496,77,237,148,46.6,High,56,0,Cloudy
2565,2024-07-29,08:00,Outer Ring Road,Downtown,1603,729,167,457,250,15.7,High,71,0,Rainy
1896,2024-07-29,12:00,Station Road,South Zone,656,313,61,143,139,43.2,High,41,0,Foggy
2712,2024-07-29,17:00,Station Road,Downtown,2180,1053,252,504,371,12.0,High,86,0,Rainy
3038,2024-07-29,19:00,Ring Road,North Zone,1478,655,167,433,223,31.4,High,85,0,Sunny
2755,2024-07-29,22:00,Station Road,North Zone,1064,650,100,255,59,43.5,High,53,0,Sunny
1221,2024-07-29,23:00,Station Road,East Zone,918,396,76,207,239,42.0,High,73,0,Sunny
706,2024-07-30,08:00,Airport Road,North Zone,1204,568,139,265,232,34.3,High,66,0,Sunny
920,2024-07-30,08:00,NH-44,South Zone,1131,641,98,257,135,32.5,High,60,0,Rainy
3072,2024-07-30,15:00,Lake View Road,North Zone,550,320,55,158,17,53.0,High,54,0,Rainy
988,2024-07-30,19:00,Market Road,North Zone,1674,855,152,490,177,20.6,High,72,0,Rainy
3042,2024-07-31,07:00,MG Road,Downtown,1442,680,102,388,272,35.7,High,81,0,Sunny
666,2024-07-31,07:00,Airport Road,East Zone,1880,844,140,485,411,16.7,High,71,0,Rainy
2113,2024-07-31,08:00,Market Road,East Zone,1531,837,156,306,232,34.0,High,77,0,Cloudy
2493,2024-07-31,11:00,MG Road,South Zone,501,221,37,133,110,48.2,High,79,0,Sunny
3730,2024-07-31,14:00,Lake View Road,South Zone,453,242,42,123,46,61.2,Medium,52,0,Cloudy
82,2024-07-31,15:00,Outer Ring Road,North Zone,740,406,86,181,67,45.9,High,47,0,Sunny
2491,2024-07-31,15:00,Lake View Road,South Zone,617,307,49,185,76,56.7,Medium,35,1,Sunny
2618,2024-07-31,17:00,Station Road,Downtown,1797,1053,204,444,96,20.0,High,62,0,Sunny
2842,2024-07-31,17:00,Station Road,South Zone,977,544,113,230,90,39.5,High,61,0,Sunny
2653,2024-07-31,19:00,Lake View Road,Downtown,2155,1031,212,426,486,18.2,High,87,0,Cloudy
1045,2024-07-31,19:00,Outer Ring Road,East Zone,883,418,75,164,226,50.0,High,49,0,Sunny
1913,2024-07-31,19:00,NH-44,West Zone,1609,753,144,330,382,25.9,High,79,0,Sunny
2948,2024-07-31,21:00,NH-44,West Zone,953,416,84,175,278,47.3,High,57,0,Sunny
3353,2024-07-31,23:00,Lake View Road,North Zone,751,399,57,205,90,40.6,High,71,0,Cloudy
3227,2024-08-01,07:00,Market Road,Downtown,1972,906,190,423,453,12.0,High,75,0,Sunny
1158,2024-08-01,09:00,Station Road,West Zone,1216,723,105,323,65,37.4,High,61,0,Sunny
2945,2024-08-01,10:00,Airport Road,North Zone,1339,643,107,279,310,31.6,High,65,0,Cloudy
1813,2024-08-01,14:00,Ring Road,North Zone,966,480,71,213,202,44.2,High,57,0,Cloudy
2540,2024-08-01,15:00,Station Road,East Zone,1143,515,105,266,257,35.5,High,57,0,Rainy
3865,2024-08-01,15:00,Outer Ring Road,North Zone,427,244,46,86,51,55.0,Medium,52,0,Sunny
123,2024-08-01,16:00,Market Road,North Zone,717,390,73,207,47,45.9,High,50,0,Rainy
3695,2024-08-01,17:00,MG Road,Downtown,1312,600,151,386,175,32.9,High,60,0,Sunny
887,2024-08-01,17:00,Ring Road,South Zone,1306,742,129,237,198,41.7,High,77,0,Sunny
2206,2024-08-01,17:00,MG Road,West Zone,1809,1095,195,370,149,12.0,High,79,0,Rainy
866,2024-08-01,18:00,NH-44,South Zone,685,318,62,187,118,39.9,High,49,0,Foggy
2950,2024-08-01,20:00,Ring Road,Downtown,1324,612,150,286,276,36.6,High,66,0,Sunny
1791,2024-08-01,20:00,Green Park Rd,South Zone,1063,457,93,221,292,33.6,High,77,0,Rainy
3559,2024-08-01,20:00,Lake View Road,West Zone,1331,767,152,365,47,38.0,High,71,0,Cloudy
3478,2024-08-01,21:00,Green Park Rd,East Zone,825,409,88,227,101,44.4,High,59,0,Sunny
3654,2024-08-01,21:00,NH-44,South Zone,713,417,55,200,41,46.2,High,62,0,Sunny
1337,2024-08-02,00:00,NH-44,West Zone,713,376,73,133,131,49.8,Medium,54,0,Cloudy
1220,2024-08-02,07:00,Outer Ring Road,West Zone,1133,702,124,252,55,41.5,High,68,0,Sunny
3127,2024-08-02,08:00,Market Road,South Zone,1126,682,109,302,33,33.3,High,78,0,Sunny
1316,2024-08-02,09:00,Station Road,Downtown,1806,964,208,407,227,23.2,High,80,0,Sunny
3304,2024-08-02,09:00,Airport Road,North Zone,1302,695,109,365,133,33.7,High,69,0,Sunny
10,2024-08-02,10:00,NH-44,West Zone,1268,666,151,320,131,35.7,High,69,0,Sunny
1445,2024-08-02,12:00,MG Road,North Zone,635,393,53,141,48,48.1,High,53,0,Rainy
596,2024-08-02,12:00,Ring Road,West Zone,834,424,91,215,104,43.8,High,59,0,Sunny
2302,2024-08-02,13:00,NH-44,North Zone,645,330,75,178,62,36.6,High,75,0,Foggy
394,2024-08-02,13:00,NH-44,West Zone,1025,548,75,300,102,33.6,High,50,0,Rainy
1471,2024-08-02,16:00,Lake View Road,West Zone,990,455,118,268,149,39.0,High,71,0,Rainy
78,2024-08-02,18:00,Station Road,East Zone,839,426,94,172,147,45.9,High,57,0,Sunny
3636,2024-08-02,19:00,Airport Road,West Zone,1661,822,198,460,181,19.5,High,76,0,Cloudy
526,2024-08-02,20:00,Lake View Road,North Zone,1332,780,101,247,204,36.7,High,65,0,Sunny
1570,2024-08-02,20:00,Station Road,North Zone,1323,600,114,284,325,29.6,High,77,0,Sunny
3043,2024-08-03,00:00,Airport Road,Downtown,1099,570,96,235,198,44.8,High,61,0,Sunny
118,2024-08-03,05:00,Airport Road,North Zone,699,420,80,177,22,51.3,Medium,54,0,Sunny
1440,2024-08-03,07:00,Station Road,East Zone,1204,528,109,221,346,30.8,High,82,0,Foggy
2030,2024-08-03,07:00,Station Road,East Zone,1030,478,79,297,176,33.3,High,66,0,Rainy
3909,2024-08-03,12:00,MG Road,West Zone,599,351,65,165,18,47.3,High,56,0,Foggy
3524,2024-08-03,13:00,NH-44,East Zone,887,472,64,208,143,43.6,High,53,0,Sunny
3189,2024-08-03,16:00,Green Park Rd,West Zone,809,462,77,192,78,55.9,Medium,48,0,Sunny
2739,2024-08-03,16:00,Station Road,West Zone,786,478,63,195,50,47.5,High,53,0,Sunny
1104,2024-08-03,17:00,NH-44,East Zone,1064,472,111,261,220,37.2,High,53,0,Sunny
2382,2024-08-03,18:00,Green Park Rd,Downtown,1990,908,174,556,352,12.0,High,87,0,Sunny
1635,2024-08-03,18:00,NH-44,North Zone,1236,643,114,299,180,44.5,High,54,0,Sunny
3775,2024-08-03,18:00,IT Corridor,South Zone,1600,848,190,339,223,30.4,High,86,0,Sunny
1581,2024-08-03,19:00,Station Road,North Zone,1259,680,102,322,155,30.9,High,78,0,Sunny
891,2024-08-03,20:00,Green Park Rd,West Zone,1106,579,88,277,162,39.8,High,64,0,Foggy
88,2024-08-04,00:00,Station Road,North Zone,633,302,47,181,103,47.5,High,72,0,Sunny
2854,2024-08-04,04:00,Ring Road,West Zone,828,397,82,195,154,42.4,High,68,0,Sunny
3726,2024-08-04,08:00,Green Park Rd,North Zone,1255,702,118,275,160,37.6,High,77,0,Rainy
734,2024-08-04,09:00,Station Road,North Zone,1273,606,111,237,319,38.0,High,81,0,Cloudy
558,2024-08-04,09:00,Station Road,South Zone,974,539,82,245,108,46.1,High,77,0,Cloudy
3863,2024-08-04,09:00,Green Park Rd,West Zone,1552,854,113,297,288,30.2,High,74,0,Sunny
2590,2024-08-04,10:00,Airport Road,North Zone,1111,531,99,311,170,38.6,High,61,0,Sunny
1414,2024-08-04,13:00,Ring Road,North Zone,1060,521,104,225,210,46.5,High,72,0,Sunny
565,2024-08-04,17:00,Station Road,North Zone,871,460,85,221,105,46.3,High,50,1,Foggy
1809,2024-08-04,17:00,Ring Road,South Zone,814,417,66,147,184,36.4,High,49,0,Foggy
2034,2024-08-04,18:00,Airport Road,North Zone,1312,581,142,339,250,36.4,High,79,0,Sunny
538,2024-08-04,20:00,Airport Road,Downtown,1543,891,144,344,164,19.7,High,87,0,Sunny
625,2024-08-04,21:00,Ring Road,Downtown,668,326,69,131,142,54.3,Medium,50,0,Cloudy
70,2024-08-05,05:00,Green Park Rd,Downtown,1130,538,126,227,239,32.7,High,79,0,Cloudy
476,2024-08-05,05:00,IT Corridor,South Zone,889,437,66,222,164,33.1,High,53,0,Rainy
2267,2024-08-05,06:00,Station Road,Downtown,958,456,83,239,180,44.0,High,65,0,Cloudy
859,2024-08-05,06:00,Outer Ring Road,North Zone,570,319,54,168,29,52.2,Medium,39,0,Sunny
2889,2024-08-05,09:00,Outer Ring Road,East Zone,1397,727,155,301,214,30.0,High,63,0,Sunny
2064,2024-08-05,11:00,Airport Road,East Zone,901,534,64,201,102,40.0,High,73,0,Sunny
1562,2024-08-05,11:00,Outer Ring Road,East Zone,669,366,47,165,91,54.0,Medium,33,0,Sunny
3724,2024-08-05,13:00,Outer Ring Road,Downtown,726,331,77,138,180,51.9,High,55,0,Cloudy
3051,2024-08-05,13:00,Airport Road,East Zone,1109,613,108,213,175,44.1,High,70,1,Cloudy
3233,2024-08-05,14:00,NH-44,West Zone,686,328,51,142,165,56.7,High,57,0,Sunny
218,2024-08-05,18:00,IT Corridor,Downtown,985,561,70,189,165,41.7,High,55,0,Sunny
130,2024-08-05,18:00,Ring Road,North Zone,1378,775,124,280,199,33.3,High,86,0,Sunny
3876,2024-08-05,18:00,NH-44,South Zone,1368,779,115,392,82,28.6,High,68,0,Rainy
1137,2024-08-05,19:00,IT Corridor,East Zone,1378,783,117,276,202,30.1,High,84,0,Sunny
3108,2024-08-06,07:00,MG Road,North Zone,1257,573,147,358,179,34.9,High,70,1,Rainy
2693,2024-08-06,10:00,Ring Road,South Zone,1535,897,151,442,45,22.4,High,74,0,Rainy
